ID da Transação,ID do Cliente,Data da Transação,Valor Total,Número de Parcelas,Valor da Parcela,Taxa de Juros
1568,3074,2022-05-13,10333,8,1291.62,4.98
1569,3801,2018-01-17,1727,24,71.96,2.24
1570,3522,2020-08-10,13064,7,1866.29,0.4
1571,377,2021-06-05,6950,13,534.62,4.68
1572,1758,2022-04-01,13730,11,1248.18,3.15
1573,489,2023-10-11,14912,16,932.0,4.74
1574,3341,2023-10-08,10342,22,470.09,3.7
1575,507,2020-02-18,11793,8,1474.12,2.45
1576,669,2021-08-15,3292,19,173.26,4.25
1577,1851,2023-07-15,13266,16,829.12,4.32
1578,3235,2023-11-29,9837,20,491.85,1.4
1579,675,2021-08-03,3600,18,200.0,1.11
1580,359,2020-08-07,1732,16,108.25,1.08
1581,4976,2020-07-13,1033,18,57.39,3.2
1582,4154,2022-01-21,2679,14,191.36,3.21
1583,2314,2023-08-03,8894,23,386.7,1.42
1584,2476,2022-01-02,6726,7,960.86,3.61
1585,3695,2020-07-03,1927,11,175.18,1.77
1586,3920,2020-03-20,7869,22,357.68,3.9
1587,992,2022-07-22,12949,13,996.08,3.44
1588,3983,2019-11-03,3723,8,465.38,0.84
1589,554,2022-05-23,7444,22,338.36,0.7
1590,4632,2021-04-26,5015,8,626.88,4.74
1591,3248,2023-10-20,11786,6,1964.33,0.2
1592,2661,2019-10-28,1626,24,67.75,4.7
1593,4887,2021-07-16,3519,19,185.21,1.89
1594,2962,2022-01-31,8633,14,616.64,1.82
1595,1263,2020-01-25,4156,17,244.47,3.36
1596,4816,2021-01-26,9707,10,970.7,4.49
1597,2199,2019-03-28,10055,24,418.96,1.03
1598,3335,2018-04-27,13308,24,554.5,2.77
1599,3426,2018-12-24,12694,17,746.71,4.25
1600,1013,2019-04-17,3615,21,172.14,0.99
1601,3824,2020-02-13,4712,19,248.0,1.98
1602,2197,2018-04-12,14062,23,611.39,1.14
1603,4460,2018-06-04,13034,13,1002.62,2.85
1604,424,2018-08-17,13511,11,1228.27,0.35
1605,178,2022-03-11,6808,7,972.57,3.84
1606,3789,2020-01-25,14227,9,1580.78,1.89
1607,4977,2020-12-30,2987,8,373.38,1.53
1608,1637,2021-12-30,7193,10,719.3,3.42
1609,2832,2023-07-30,8034,12,669.5,1.45
1610,4212,2020-10-10,6495,15,433.0,4.89
1611,740,2020-06-04,2911,20,145.55,3.8
1612,248,2021-02-20,9402,22,427.36,0.82
1613,3339,2023-09-07,14972,23,650.96,2.35
1614,4612,2023-12-07,1407,6,234.5,1.09
1615,3085,2021-11-13,14660,20,733.0,3.46
1616,4072,2019-01-02,5099,16,318.69,0.16
1617,2775,2023-09-30,9849,19,518.37,2.23
1618,4742,2020-04-28,10980,15,732.0,2.21
1619,3756,2021-09-13,12597,10,1259.7,4.92
1620,1845,2022-06-14,5381,7,768.71,4.21
1621,2729,2019-08-14,7498,12,624.83,4.57
1622,482,2018-01-05,14341,8,1792.62,2.06
1623,3383,2022-04-30,9568,11,869.82,0.94
1624,3503,2019-06-09,7431,7,1061.57,2.91
1625,2830,2019-03-25,12361,13,950.85,0.63
1626,76,2019-01-29,1622,8,202.75,0.35
1627,1979,2018-11-29,4731,23,205.7,2.31
1628,321,2020-11-02,3839,23,166.91,4.03
1629,3895,2023-11-01,6900,15,460.0,1.6
1630,311,2018-02-21,9923,20,496.15,0.2
1631,1453,2019-09-20,9830,18,546.11,0.56
1632,1826,2021-02-28,3296,15,219.73,4.08
1633,4336,2019-09-01,7633,15,508.87,3.46
1634,92,2021-11-23,1954,23,84.96,1.03
1635,129,2020-08-27,2886,11,262.36,4.54
1636,3577,2022-12-17,14744,21,702.1,4.2
1637,4956,2018-04-12,10347,7,1478.14,3.39
1638,893,2023-01-20,10449,24,435.38,0.79
1639,3815,2023-01-12,13239,23,575.61,0.69
1640,1588,2022-02-20,3756,22,170.73,2.79
1641,2762,2022-04-18,13311,24,554.62,2.67
1642,991,2021-06-29,6380,19,335.79,4.5
1643,855,2022-11-04,4678,8,584.75,2.32
1644,2847,2020-04-12,3825,13,294.23,2.16
1645,3692,2023-04-05,12576,16,786.0,0.01
1646,2186,2022-04-27,3368,11,306.18,1.59
1647,358,2022-12-22,10221,20,511.05,0.44
1648,517,2019-11-09,4380,20,219.0,2.38
1649,562,2018-07-04,11674,11,1061.27,3.36
1650,4121,2020-12-11,6498,24,270.75,2.94
1651,4641,2020-02-29,7934,9,881.56,3.6
1652,4614,2020-03-15,4507,23,195.96,1.74
1653,3010,2018-06-29,12966,10,1296.6,3.89
1654,3086,2018-08-05,3017,13,232.08,2.29
1655,3943,2022-10-13,7835,16,489.69,2.71
1656,4765,2022-01-01,11346,22,515.73,4.98
1657,1788,2019-09-26,13724,24,571.83,4.88
1658,3613,2021-10-09,7059,7,1008.43,0.44
1659,570,2021-07-18,5570,10,557.0,0.98
1660,4168,2022-10-26,10193,22,463.32,2.1
1661,1921,2019-10-21,13368,10,1336.8,0.29
1662,4626,2020-02-22,8467,7,1209.57,3.45
1663,1334,2023-02-28,5803,22,263.77,2.53
1664,3880,2019-11-12,4336,20,216.8,1.03
1665,3166,2020-04-24,3376,14,241.14,1.69
1666,602,2023-08-09,7363,24,306.79,3.47
1667,1959,2023-10-19,9118,10,911.8,3.31
1668,3605,2018-10-02,9207,12,767.25,2.93
1669,4466,2021-06-04,8778,9,975.33,3.62
1670,4644,2023-05-05,11349,9,1261.0,3.76
1671,2642,2019-04-21,5829,19,306.79,3.24
1672,1871,2023-07-01,9954,22,452.45,1.79
1673,2171,2018-10-04,7770,14,555.0,3.86
1674,442,2023-01-09,9914,11,901.27,1.32
1675,1534,2023-03-16,14232,8,1779.0,2.61
1676,1625,2019-06-28,6924,20,346.2,1.45
1677,1380,2019-04-23,12349,10,1234.9,1.89
1678,4658,2019-09-18,9899,18,549.94,4.35
1679,2855,2020-01-26,11830,7,1690.0,2.3
1680,2980,2018-07-06,6975,7,996.43,1.98
1681,956,2021-07-09,11339,12,944.92,4.41
1682,4569,2018-08-03,8953,6,1492.17,4.75
1683,3516,2020-10-06,4831,20,241.55,3.47
1684,358,2022-08-26,8004,21,381.14,2.72
1685,724,2018-07-03,2425,10,242.5,2.35
1686,4573,2023-09-06,14020,15,934.67,4.85
1687,4190,2020-09-03,10582,6,1763.67,0.63
1688,3848,2020-06-02,10427,12,868.92,4.26
1689,4672,2023-06-07,3101,15,206.73,2.26
1690,3418,2021-08-06,9749,20,487.45,3.52
1691,2026,2021-10-28,2305,6,384.17,2.7
1692,4602,2020-01-18,11196,16,699.75,1.32
1693,3786,2020-09-14,4142,19,218.0,4.35
1694,3323,2021-12-09,3449,11,313.55,0.89
1695,3173,2018-06-08,9156,21,436.0,1.97
1696,1623,2022-08-08,5839,16,364.94,4.48
1697,3746,2019-11-03,9115,8,1139.38,1.36
1698,4895,2019-11-02,2677,20,133.85,3.12
1699,1139,2019-02-17,5432,21,258.67,1.34
1700,1583,2023-10-06,7098,23,308.61,1.0
1701,3261,2018-06-13,13840,9,1537.78,4.55
1702,1815,2020-10-25,8606,8,1075.75,2.48
1703,4057,2022-08-11,12419,21,591.38,2.72
1704,3573,2022-04-28,13540,10,1354.0,0.89
1705,1638,2022-06-23,8311,7,1187.29,1.45
1706,1234,2020-12-24,1909,22,86.77,2.64
1707,4679,2021-06-07,5911,20,295.55,3.85
1708,755,2019-01-23,6544,19,344.42,1.03
1709,3276,2023-09-02,9636,12,803.0,0.4
1710,4436,2020-12-14,14010,10,1401.0,4.82
1711,3852,2018-01-06,7522,23,327.04,4.22
1712,3705,2018-10-26,4788,19,252.0,0.47
1713,4625,2019-05-19,1245,9,138.33,1.59
1714,4353,2022-12-18,6174,8,771.75,2.33
1715,1410,2019-05-05,9642,19,507.47,1.71
1716,3785,2020-12-17,14598,23,634.7,0.02
1717,2056,2021-10-25,9712,17,571.29,0.34
1718,3508,2020-03-30,4764,17,280.24,3.92
1719,3186,2022-07-05,2481,13,190.85,0.52
1720,594,2022-11-04,3469,19,182.58,2.16
1721,1356,2020-02-19,10787,9,1198.56,1.68
1722,2861,2023-07-27,13417,19,706.16,0.53
1723,963,2022-10-06,4955,24,206.46,0.31
1724,709,2023-05-20,12709,23,552.57,3.41
1725,4458,2020-02-27,10762,8,1345.25,1.25
1726,2752,2019-01-05,5626,7,803.71,2.39
1727,2500,2023-12-10,4729,19,248.89,4.15
1728,4491,2021-11-27,4053,13,311.77,0.59
1729,2405,2023-06-22,6231,18,346.17,3.7
1730,1384,2019-06-03,10643,13,818.69,3.87
1731,3988,2020-10-14,6400,11,581.82,0.87
1732,2493,2018-04-30,7765,21,369.76,4.35
1733,1732,2019-04-01,9158,18,508.78,1.73
1734,4641,2021-04-18,7259,11,659.91,1.5
1735,3377,2019-04-24,8965,17,527.35,3.12
1736,966,2018-07-13,1913,17,112.53,3.15
1737,4102,2021-11-05,3092,15,206.13,2.64
1738,2800,2021-06-04,4466,12,372.17,2.74
1739,473,2018-08-19,11410,8,1426.25,1.09
1740,1863,2022-04-19,3529,23,153.43,2.63
1741,187,2021-03-14,2245,19,118.16,3.07
1742,40,2019-07-08,5113,18,284.06,4.39
1743,3272,2018-08-30,12150,23,528.26,3.9
1744,191,2018-10-22,4414,17,259.65,1.7
1745,818,2020-11-15,7247,22,329.41,2.99
1746,1758,2018-03-25,12373,8,1546.62,2.61
1747,1918,2020-05-15,8363,23,363.61,2.66
1748,1541,2022-10-27,1630,12,135.83,3.09
1749,2759,2021-06-27,5201,9,577.89,0.33
1750,1442,2020-11-29,1408,10,140.8,0.64
1751,2200,2020-11-19,13243,10,1324.3,4.7
1752,1827,2019-03-07,9355,15,623.67,1.14
1753,3835,2023-06-25,13244,9,1471.56,3.85
1754,3189,2020-03-06,8575,21,408.33,1.52
1755,3161,2022-09-03,3116,21,148.38,2.65
1756,2988,2022-12-02,4088,16,255.5,4.13
1757,1702,2021-05-09,14403,17,847.24,3.52
1758,2875,2021-09-25,13449,11,1222.64,3.48
1759,4557,2022-08-19,1841,9,204.56,3.88
1760,4524,2018-04-21,1023,19,53.84,3.4
1761,2638,2018-01-16,3819,17,224.65,2.3
1762,2898,2023-09-15,12033,13,925.62,3.05
1763,1558,2022-05-31,7921,18,440.06,2.89
1764,3124,2020-03-03,4282,18,237.89,2.3
1765,4310,2018-10-11,14089,21,670.9,4.79
1766,4663,2019-04-20,9082,11,825.64,1.04
1767,2736,2019-04-07,13790,21,656.67,1.34
1768,623,2021-01-11,7592,7,1084.57,2.38
1769,3145,2019-01-19,5973,10,597.3,4.89
1770,43,2021-05-03,4031,14,287.93,4.98
1771,741,2022-04-30,8929,21,425.19,4.97
1772,4605,2019-06-21,10104,23,439.3,2.18
1773,1513,2020-05-09,1833,12,152.75,3.93
1774,618,2023-05-07,4176,9,464.0,2.34
1775,4221,2019-12-30,12033,19,633.32,4.35
1776,3214,2021-07-21,10234,7,1462.0,3.4
1777,2208,2022-09-05,6735,7,962.14,2.33
1778,1439,2022-11-27,5881,14,420.07,0.75
1779,4338,2019-07-15,13144,7,1877.71,1.7
1780,4829,2020-10-08,6239,18,346.61,4.88
1781,1799,2018-03-08,6829,16,426.81,1.96
1782,4658,2018-12-06,1043,17,61.35,2.66
1783,886,2018-10-08,10895,10,1089.5,1.97
1784,1208,2023-08-03,6356,22,288.91,2.53
1785,4043,2023-06-07,6653,13,511.77,2.47
1786,3452,2018-01-27,9922,23,431.39,1.32
1787,4603,2020-06-06,12162,23,528.78,0.56
1788,3922,2021-07-27,12104,13,931.08,3.76
1789,995,2022-06-08,3794,6,632.33,3.26
1790,3338,2023-09-03,14655,21,697.86,0.26
1791,4085,2018-11-26,12026,24,501.08,0.62
1792,4321,2018-03-31,7758,14,554.14,4.0
1793,1845,2023-03-14,1767,12,147.25,0.43
1794,1067,2019-04-28,9074,9,1008.22,4.15
1795,63,2020-07-26,6460,20,323.0,4.34
1796,3255,2022-11-17,10476,13,805.85,3.99
1797,2912,2018-02-03,2606,6,434.33,1.06
1798,2970,2021-03-07,3903,11,354.82,3.58
1799,563,2018-03-28,6557,9,728.56,0.7
1800,2701,2023-04-15,10739,6,1789.83,0.15
1801,3133,2021-11-02,12974,20,648.7,3.47
1802,504,2020-05-19,7018,24,292.42,3.24
1803,3980,2022-02-26,1170,14,83.57,2.81
1804,3890,2023-12-12,6379,14,455.64,2.17
1805,1073,2020-10-31,7851,15,523.4,3.02
1806,4955,2018-02-03,4964,14,354.57,1.87
1807,742,2022-01-29,3224,22,146.55,3.62
1808,4946,2020-08-31,13671,19,719.53,3.03
1809,620,2020-06-29,11961,16,747.56,1.99
1810,4147,2022-09-29,9266,24,386.08,4.22
1811,2418,2018-01-15,6055,21,288.33,3.99
1812,4930,2021-04-26,10131,19,533.21,0.84
1813,4140,2019-01-19,10682,23,464.43,4.17
1814,4314,2018-02-05,9433,21,449.19,0.97
1815,2111,2023-06-03,9908,15,660.53,2.94
1816,2981,2018-01-11,2962,12,246.83,0.32
1817,2452,2022-02-28,2364,12,197.0,3.87
1818,4736,2018-05-21,11013,8,1376.62,1.37
1819,855,2020-08-14,14774,20,738.7,1.02
1820,414,2021-08-20,1594,18,88.56,4.62
1821,4633,2023-12-20,1940,8,242.5,2.71
1822,307,2022-05-16,14689,17,864.06,0.61
1823,3169,2022-05-10,1403,23,61.0,3.73
1824,2652,2019-10-13,11823,16,738.94,2.78
1825,4386,2023-01-24,11885,22,540.23,4.56
1826,1954,2023-10-13,4298,22,195.36,4.71
1827,2958,2021-07-16,6305,17,370.88,0.95
1828,3959,2018-05-23,1257,8,157.12,0.45
1829,4703,2020-07-02,14620,16,913.75,0.61
1830,2107,2022-04-11,9193,15,612.87,3.7
1831,3520,2018-12-07,10667,15,711.13,4.3
1832,3471,2023-06-24,4939,18,274.39,1.92
1833,2973,2018-02-25,3703,17,217.82,0.46
1834,3491,2018-08-22,4500,12,375.0,4.79
1835,3077,2022-11-21,6875,8,859.38,3.77
1836,2108,2019-08-30,4096,9,455.11,4.5
1837,2482,2020-04-18,1551,20,77.55,3.01
1838,3842,2022-04-05,13123,15,874.87,0.8
1839,1575,2020-05-09,13209,22,600.41,3.89
1840,3519,2018-12-25,7499,21,357.1,1.8
1841,1237,2021-04-07,7510,14,536.43,4.32
1842,4751,2019-09-20,1999,19,105.21,3.46
1843,3185,2020-10-20,5537,14,395.5,2.55
1844,653,2018-04-26,9266,19,487.68,3.45
1845,407,2020-05-31,14838,21,706.57,2.98
1846,747,2018-04-20,6209,23,269.96,2.76
1847,469,2021-12-25,11922,7,1703.14,2.74
1848,3200,2021-07-10,6180,23,268.7,1.3
1849,1195,2019-07-25,12339,17,725.82,3.08
1850,1051,2023-10-26,4966,14,354.71,3.33
1851,1717,2022-12-02,2809,23,122.13,0.13
1852,2998,2022-05-12,10868,11,988.0,2.37
1853,4563,2018-07-24,4844,8,605.5,0.69
1854,1566,2023-12-21,11093,9,1232.56,2.91
1855,532,2020-01-02,7404,21,352.57,2.97
1856,3154,2019-07-17,5815,15,387.67,1.01
1857,4008,2018-01-27,13424,21,639.24,0.62
1858,1944,2022-09-16,11123,22,505.59,4.44
1859,4802,2018-08-22,6202,17,364.82,0.21
1860,3138,2020-10-31,1062,23,46.17,0.05
1861,4040,2021-02-27,11657,15,777.13,1.35
1862,228,2019-11-23,13000,22,590.91,2.28
1863,4826,2023-04-05,8108,10,810.8,3.25
1864,1140,2019-05-24,12165,7,1737.86,2.59
1865,4019,2023-05-01,2037,24,84.88,2.31
1866,3329,2023-08-12,2170,12,180.83,1.79
1867,652,2018-11-14,13064,23,568.0,2.73
1868,868,2020-12-05,5013,15,334.2,4.23
1869,284,2019-09-11,1804,23,78.43,2.79
1870,3407,2020-09-27,10509,18,583.83,0.71
1871,1920,2021-03-17,13142,10,1314.2,4.91
1872,3804,2020-04-10,3400,10,340.0,1.43
1873,3222,2019-09-11,14449,19,760.47,1.73
1874,3609,2021-10-22,3473,15,231.53,1.36
1875,3104,2022-07-03,1628,19,85.68,3.92
1876,1754,2023-05-31,5536,15,369.07,4.3
1877,572,2018-01-14,8263,14,590.21,1.65
1878,1215,2021-08-20,12742,7,1820.29,3.43
1879,2711,2023-07-05,4309,9,478.78,0.16
1880,2295,2022-07-26,7380,22,335.45,1.84
1881,2345,2018-03-12,8561,19,450.58,3.16
1882,1161,2018-08-27,13187,14,941.93,3.07
1883,597,2019-04-07,2322,20,116.1,4.67
1884,355,2023-01-03,12790,24,532.92,0.15
1885,278,2022-12-14,7687,16,480.44,2.83
1886,1093,2019-06-18,9155,16,572.19,3.65
1887,4069,2023-10-17,3569,6,594.83,2.33
1888,313,2021-05-24,10460,14,747.14,2.87
1889,2793,2021-10-11,6653,23,289.26,0.76
1890,4308,2022-06-21,3478,11,316.18,2.78
1891,3945,2018-12-04,6027,13,463.62,0.34
1892,524,2019-07-16,4772,9,530.22,4.31
1893,2022,2022-04-12,2171,12,180.92,1.06
1894,466,2020-05-10,4833,6,805.5,0.74
1895,2010,2022-10-15,11366,22,516.64,0.88
1896,1825,2023-12-18,8003,17,470.76,0.69
1897,39,2020-06-11,12159,17,715.24,0.07
1898,2143,2021-09-21,5053,23,219.7,4.49
1899,4220,2021-07-10,6546,24,272.75,1.77
1900,3607,2023-07-28,14950,20,747.5,3.81
1901,542,2018-05-16,6337,20,316.85,0.28
1902,4576,2021-01-30,10614,6,1769.0,3.38
1903,3407,2021-06-27,3903,23,169.7,3.74
1904,4854,2021-06-17,7353,12,612.75,0.92
1905,530,2019-06-04,5926,20,296.3,1.64
1906,1149,2021-07-24,7176,24,299.0,1.83
1907,2646,2021-04-20,1055,13,81.15,4.12
1908,1455,2019-09-27,12231,11,1111.91,2.42
1909,4012,2023-05-06,7403,7,1057.57,2.05
1910,2370,2020-01-16,8371,24,348.79,4.23
1911,1799,2018-11-25,4745,23,206.3,2.42
1912,1261,2020-03-26,5505,20,275.25,1.36
1913,2231,2018-05-23,8017,20,400.85,1.2
1914,4038,2023-03-18,2319,14,165.64,0.62
1915,3657,2018-05-01,9428,19,496.21,0.78
1916,4359,2022-01-23,11463,22,521.05,1.97
1917,3025,2019-06-23,5818,7,831.14,1.56
1918,457,2020-01-17,3074,23,133.65,1.6
1919,2824,2018-12-14,4593,19,241.74,0.91
1920,2874,2019-06-17,3175,22,144.32,3.36
1921,4293,2020-06-18,5239,16,327.44,2.17
1922,4261,2018-03-29,1506,15,100.4,1.39
1923,568,2019-06-24,7345,9,816.11,3.57
1924,3719,2018-10-15,1950,17,114.71,3.88
1925,2479,2023-07-25,4334,15,288.93,3.49
1926,3957,2022-03-19,12727,13,979.0,0.93
1927,1921,2021-07-03,10875,7,1553.57,0.58
1928,2363,2019-09-25,12416,10,1241.6,1.1
1929,2495,2019-12-06,13350,14,953.57,0.73
1930,4497,2021-08-11,7088,23,308.17,0.46
1931,1719,2023-01-06,6141,24,255.88,3.37
1932,1991,2018-03-03,10073,16,629.56,1.94
1933,4307,2019-07-08,4650,14,332.14,2.46
1934,2158,2019-08-05,4293,8,536.62,0.6
1935,391,2021-10-15,3449,16,215.56,3.02
1936,594,2018-05-04,6847,21,326.05,2.99
1937,2284,2022-12-24,4678,18,259.89,0.38
1938,3153,2019-06-13,12162,8,1520.25,3.66
1939,4486,2022-12-11,4507,18,250.39,4.59
1940,2486,2020-12-06,11294,19,594.42,4.8
1941,2745,2023-01-15,3891,18,216.17,3.03
1942,4966,2018-05-12,14733,13,1133.31,2.3
1943,210,2019-02-25,4283,24,178.46,1.0
1944,4034,2019-10-14,7911,21,376.71,1.13
1945,1588,2019-03-16,8398,12,699.83,3.34
1946,594,2023-02-26,8900,7,1271.43,4.92
1947,3429,2021-02-17,6237,18,346.5,1.6
1948,2205,2022-03-27,1011,17,59.47,4.1
1949,4755,2018-03-11,2958,13,227.54,2.45
1950,979,2020-06-13,12040,10,1204.0,2.5
1951,1445,2020-02-13,5645,14,403.21,0.81
1952,4926,2022-03-17,9544,10,954.4,3.95
1953,1657,2019-12-05,9000,19,473.68,4.71
1954,3758,2018-12-17,2374,16,148.38,0.72
1955,4471,2021-08-05,11901,23,517.43,3.3
1956,4162,2023-01-19,4476,14,319.71,2.07
1957,940,2021-01-12,1410,8,176.25,3.96
1958,22,2021-09-12,1960,10,196.0,3.31
1959,2869,2021-08-27,12745,6,2124.17,0.65
1960,668,2018-06-09,9289,20,464.45,3.78
1961,3706,2023-09-06,3862,12,321.83,3.17
1962,2817,2020-10-15,13034,11,1184.91,4.02
1963,723,2020-06-20,13787,22,626.68,3.97
1964,2578,2019-11-02,9248,18,513.78,0.06
1965,2889,2023-05-29,11767,8,1470.88,3.48
1966,1205,2022-11-27,10309,19,542.58,2.51
1967,3837,2022-11-02,9455,6,1575.83,2.61
1968,918,2018-05-23,11989,14,856.36,1.39
1969,1413,2018-08-13,2973,6,495.5,3.19
1970,4960,2018-08-23,10169,22,462.23,3.74
1971,1324,2020-07-19,14563,18,809.06,1.51
1972,5000,2023-03-28,6885,24,286.88,1.66
1973,2448,2020-09-05,2221,13,170.85,3.07
1974,3726,2023-12-20,4673,9,519.22,1.17
1975,4535,2018-09-19,11155,19,587.11,3.94
1976,4493,2021-09-23,10749,15,716.6,4.38
1977,4711,2021-04-22,8372,8,1046.5,2.58
1978,4625,2021-01-06,14260,17,838.82,1.76
1979,965,2018-01-11,6421,19,337.95,4.2
1980,3959,2018-02-20,13687,17,805.12,0.82
1981,2403,2020-11-30,2565,23,111.52,1.82
1982,4468,2022-10-21,9894,14,706.71,2.33
1983,4127,2021-06-21,3245,8,405.62,0.61
1984,2104,2020-03-05,14389,14,1027.79,3.85
1985,2210,2021-07-07,5641,10,564.1,4.52
1986,2472,2020-06-21,9397,9,1044.11,0.17
1987,3906,2018-03-01,1825,24,76.04,3.67
1988,3471,2018-10-11,1729,8,216.12,1.0
1989,2390,2023-01-24,4182,7,597.43,0.7
1990,4135,2023-10-28,7170,15,478.0,1.08
1991,1722,2018-10-25,12561,16,785.06,3.83
1992,1478,2021-02-08,13518,19,711.47,0.99
1993,4497,2019-08-23,8026,8,1003.25,3.34
1994,4943,2018-06-08,13963,9,1551.44,1.78
1995,3334,2023-03-21,5945,23,258.48,3.23
1996,1727,2021-09-11,4683,7,669.0,3.38
1997,3868,2020-10-24,12938,17,761.06,0.64
1998,413,2020-12-19,7697,7,1099.57,0.22
1999,2823,2018-04-24,3875,13,298.08,2.1
2000,4764,2021-04-01,6986,22,317.55,0.94
2001,3122,2019-08-13,6868,11,624.36,0.45
2002,2713,2020-08-28,12464,24,519.33,4.03
2003,1428,2021-12-19,12045,16,752.81,2.34
2004,2132,2022-02-15,5662,22,257.36,1.3
2005,2764,2020-02-04,3182,12,265.17,0.33
2006,4566,2021-01-21,11760,17,691.76,4.83
2007,1895,2021-07-19,1016,10,101.6,0.64
2008,2337,2018-09-12,8281,13,637.0,3.36
2009,1570,2018-06-19,9505,15,633.67,1.97
2010,2614,2019-02-22,8872,21,422.48,2.31
2011,789,2019-01-03,13788,8,1723.5,0.73
2012,4665,2018-01-05,10085,23,438.48,0.35
2013,3556,2019-09-11,12759,18,708.83,2.44
2014,683,2019-01-30,9294,19,489.16,2.4
2015,4446,2020-07-14,9589,8,1198.62,3.47
2016,4507,2021-12-14,11094,9,1232.67,3.36
2017,4164,2022-05-12,10890,8,1361.25,4.16
2018,2675,2023-06-21,2143,13,164.85,2.77
2019,200,2019-11-17,2222,14,158.71,3.65
2020,890,2022-05-15,11235,9,1248.33,3.47
2021,4096,2022-05-23,4649,13,357.62,1.01
2022,3194,2021-04-12,6074,14,433.86,2.48
2023,4220,2023-04-12,2037,9,226.33,2.98
2024,627,2021-09-01,11462,10,1146.2,0.22
2025,4413,2022-11-26,1458,7,208.29,4.02
2026,1046,2019-07-14,3775,13,290.38,1.34
2027,1569,2018-02-01,14832,13,1140.92,0.28
2028,3737,2020-05-27,13785,8,1723.12,3.03
2029,1744,2021-05-11,8098,13,622.92,2.05
2030,1363,2018-05-22,3734,13,287.23,3.41
2031,1437,2020-05-11,3154,8,394.25,2.71
2032,2253,2021-08-22,10853,14,775.21,2.49
2033,2795,2020-09-25,5552,14,396.57,1.07
2034,3677,2018-01-16,9978,13,767.54,1.23
2035,4198,2021-04-12,2744,23,119.3,4.88
2036,4419,2020-03-01,13439,8,1679.88,2.73
2037,2013,2018-06-17,10440,16,652.5,0.76
2038,2118,2019-08-27,9602,19,505.37,2.11
2039,4728,2018-09-01,6569,16,410.56,1.31
2040,4336,2018-07-23,8477,22,385.32,4.1
2041,2173,2020-09-13,10176,7,1453.71,3.79
2042,2417,2020-09-22,7080,22,321.82,4.08
2043,2144,2019-07-28,14486,6,2414.33,2.21
2044,3429,2021-11-28,6354,22,288.82,4.33
2045,2417,2022-07-24,14988,23,651.65,2.98
2046,4020,2021-04-10,10851,18,602.83,4.17
2047,1639,2020-04-16,11766,24,490.25,0.48
2048,4102,2023-06-18,10689,20,534.45,2.52
2049,3353,2019-12-05,3702,15,246.8,2.22
2050,1877,2019-10-14,10561,21,502.9,0.23
2051,3271,2019-05-07,5931,21,282.43,3.8
2052,1352,2020-11-17,8779,14,627.07,4.55
2053,4382,2023-07-17,6345,19,333.95,0.46
2054,3599,2020-09-04,3720,22,169.09,1.09
2055,2238,2018-08-02,5481,6,913.5,1.78
2056,3788,2020-03-12,8634,17,507.88,0.71
2057,4137,2018-10-08,10460,19,550.53,3.87
2058,1429,2018-09-22,9656,15,643.73,4.16
2059,4829,2019-10-18,14201,20,710.05,4.4
2060,4951,2020-11-15,13276,13,1021.23,1.1
2061,3308,2023-11-29,2593,9,288.11,3.12
2062,2145,2019-03-18,12121,18,673.39,1.5
2063,4594,2018-07-17,10707,22,486.68,1.18
2064,4034,2020-08-19,7130,12,594.17,2.19
2065,3641,2019-05-12,6938,15,462.53,2.99
2066,630,2021-12-05,13423,8,1677.88,1.95
2067,89,2019-06-29,5401,14,385.79,0.69
2068,1162,2021-06-26,7968,22,362.18,0.74
2069,4358,2023-01-08,8548,9,949.78,3.34
2070,1196,2019-10-25,9846,17,579.18,2.82
2071,2642,2021-09-28,3189,12,265.75,4.52
2072,964,2020-07-12,1453,18,80.72,2.89
2073,4553,2019-01-10,5444,21,259.24,2.32
2074,404,2018-04-20,6739,18,374.39,3.42
2075,548,2023-09-28,1840,22,83.64,4.05
2076,1770,2020-07-31,7224,10,722.4,2.43
2077,2693,2020-02-13,7714,6,1285.67,0.33
2078,983,2021-12-23,3998,11,363.45,4.78
2079,1348,2023-11-12,8421,11,765.55,4.09
2080,2267,2019-02-01,9950,8,1243.75,2.96
2081,4058,2020-04-08,6012,19,316.42,0.03
2082,4654,2020-05-11,10111,19,532.16,3.46
2083,456,2023-09-20,3775,7,539.29,3.55
2084,190,2022-07-10,1547,18,85.94,0.04
2085,343,2021-01-16,8790,20,439.5,1.82
2086,1997,2022-01-22,14148,24,589.5,1.63
2087,4169,2019-06-04,14718,13,1132.15,4.37
2088,326,2023-06-16,14746,8,1843.25,1.35
2089,2243,2021-09-07,13826,17,813.29,0.16
2090,267,2020-12-10,8628,12,719.0,2.28
2091,1294,2019-03-01,5406,20,270.3,0.35
2092,4197,2018-03-10,5557,9,617.44,4.96
2093,3397,2019-04-08,9389,12,782.42,1.91
2094,2219,2019-12-13,10248,21,488.0,2.13
2095,2487,2021-06-16,7408,9,823.11,3.59
2096,1564,2023-06-21,3245,23,141.09,3.76
2097,3736,2022-01-12,4568,14,326.29,2.45
2098,4176,2020-01-18,4518,21,215.14,2.74
2099,48,2019-03-31,13051,14,932.21,3.25
2100,3938,2023-09-16,11816,22,537.09,4.71
2101,4641,2019-02-28,5887,7,841.0,2.04
2102,4143,2020-07-18,2538,11,230.73,0.37
2103,616,2020-12-22,12806,14,914.71,0.14
2104,1072,2019-06-04,14078,6,2346.33,1.63
