ID do Cliente,Nome,Sexo,Idade,Faixa Etária,Renda Mensal,Cidade,Estado,Região,Nível de Escolaridade
753,Cliente 753,Feminino,53,46-55,6145,Manaus,AM,Norte,Médio
754,Cliente 754,Feminino,58,56+,2773,Rio Branco,AC,Norte,Médio
755,Cliente 755,Masculino,20,18-25,4987,Belém,PA,Norte,Superior
756,Cliente 756,Feminino,19,18-25,7195,Campo Grande,MS,Centro-Oeste,Médio
757,Cliente 757,Masculino,50,46-55,6252,São Paulo,SP,Sudeste,Fundamental
758,Cliente 758,Feminino,43,36-45,3369,Campo Grande,MS,Centro-Oeste,Superior
759,Cliente 759,Feminino,38,36-45,7266,Belo Horizonte,MG,Sudeste,Pós-graduação
760,Cliente 760,Feminino,48,46-55,4869,Brasília,DF,Centro-Oeste,Médio
761,Cliente 761,Masculino,39,36-45,4831,São Luís,MA,Nordeste,Médio
762,Cliente 762,Masculino,58,56+,2722,São Paulo,SP,Sudeste,Médio
763,Cliente 763,Feminino,28,26-35,3979,Curitiba,PR,Sul,Pós-graduação
764,Cliente 764,Feminino,19,18-25,9500,Rio Branco,AC,Norte,Fundamental
765,Cliente 765,Feminino,18,18-25,4091,Florianópolis,SC,Sul,Fundamental
766,Cliente 766,Feminino,30,26-35,3205,Brasília,DF,Centro-Oeste,Fundamental
767,Cliente 767,Masculino,30,26-35,7669,Belém,PA,Norte,Superior
768,Cliente 768,Masculino,63,56+,4399,Rio de Janeiro,RJ,Sudeste,Fundamental
769,Cliente 769,Masculino,38,36-45,6732,Curitiba,PR,Sul,Médio
770,Cliente 770,Feminino,36,36-45,7969,Vitória,ES,Sudeste,Superior
771,Cliente 771,Feminino,28,26-35,3586,Curitiba,PR,Sul,Fundamental
772,Cliente 772,Masculino,52,46-55,9715,Florianópolis,SC,Sul,Fundamental
773,Cliente 773,Masculino,22,18-25,5251,Goiânia,GO,Centro-Oeste,Superior
774,Cliente 774,Feminino,62,56+,5684,Fortaleza,CE,Nordeste,Pós-graduação
775,Cliente 775,Feminino,61,56+,6443,Rio Branco,AC,Norte,Fundamental
776,Cliente 776,Feminino,52,46-55,7268,Curitiba,PR,Sul,Médio
777,Cliente 777,Feminino,65,56+,6678,Brasília,DF,Centro-Oeste,Pós-graduação
778,Cliente 778,Masculino,40,36-45,3057,Rio de Janeiro,RJ,Sudeste,Médio
779,Cliente 779,Feminino,63,56+,3262,Belém,PA,Norte,Fundamental
780,Cliente 780,Feminino,51,46-55,6926,Vitória,ES,Sudeste,Médio
781,Cliente 781,Masculino,58,56+,5004,Porto Velho,RO,Norte,Superior
782,Cliente 782,Feminino,42,36-45,6754,São Paulo,SP,Sudeste,Superior
783,Cliente 783,Masculino,36,36-45,8436,Florianópolis,SC,Sul,Médio
784,Cliente 784,Feminino,29,26-35,6750,Manaus,AM,Norte,Pós-graduação
785,Cliente 785,Masculino,44,36-45,7982,São Luís,MA,Nordeste,Fundamental
786,Cliente 786,Masculino,46,46-55,5880,Vitória,ES,Sudeste,Médio
787,Cliente 787,Masculino,65,56+,6576,Rio de Janeiro,RJ,Sudeste,Pós-graduação
788,Cliente 788,Feminino,60,56+,8560,Brasília,DF,Centro-Oeste,Médio
789,Cliente 789,Feminino,59,56+,3744,Belém,PA,Norte,Médio
790,Cliente 790,Masculino,56,56+,5482,Belo Horizonte,MG,Sudeste,Superior
791,Cliente 791,Masculino,51,46-55,4977,Fortaleza,CE,Nordeste,Médio
792,Cliente 792,Masculino,49,46-55,7577,Curitiba,PR,Sul,Médio
793,Cliente 793,Feminino,57,56+,3357,Belo Horizonte,MG,Sudeste,Fundamental
794,Cliente 794,Feminino,65,56+,5210,Rio de Janeiro,RJ,Sudeste,Médio
795,Cliente 795,Masculino,46,46-55,3459,Manaus,AM,Norte,Fundamental
796,Cliente 796,Masculino,43,36-45,5476,Goiânia,GO,Centro-Oeste,Médio
797,Cliente 797,Masculino,52,46-55,8152,Florianópolis,SC,Sul,Fundamental
798,Cliente 798,Masculino,58,56+,2779,São Paulo,SP,Sudeste,Médio
799,Cliente 799,Masculino,57,56+,9387,Fortaleza,CE,Nordeste,Médio
800,Cliente 800,Masculino,29,26-35,4445,São Paulo,SP,Sudeste,Superior
801,Cliente 801,Feminino,59,56+,5170,Florianópolis,SC,Sul,Pós-graduação
802,Cliente 802,Masculino,23,18-25,7604,Salvador,BA,Nordeste,Médio
803,Cliente 803,Masculino,44,36-45,2800,Belo Horizonte,MG,Sudeste,Pós-graduação
804,Cliente 804,Masculino,19,18-25,9148,Recife,PE,Nordeste,Superior
805,Cliente 805,Masculino,36,36-45,3827,São Paulo,SP,Sudeste,Superior
806,Cliente 806,Feminino,25,18-25,6937,Goiânia,GO,Centro-Oeste,Médio
807,Cliente 807,Feminino,50,46-55,5886,Rio Branco,AC,Norte,Médio
808,Cliente 808,Masculino,41,36-45,8079,Salvador,BA,Nordeste,Fundamental
809,Cliente 809,Feminino,60,56+,8266,Manaus,AM,Norte,Superior
810,Cliente 810,Feminino,32,26-35,5019,Salvador,BA,Nordeste,Superior
811,Cliente 811,Masculino,62,56+,6135,Campo Grande,MS,Centro-Oeste,Pós-graduação
812,Cliente 812,Feminino,43,36-45,4639,Belo Horizonte,MG,Sudeste,Superior
813,Cliente 813,Feminino,26,26-35,9171,Rio de Janeiro,RJ,Sudeste,Fundamental
814,Cliente 814,Feminino,42,36-45,2839,Porto Velho,RO,Norte,Superior
815,Cliente 815,Feminino,20,18-25,7526,Recife,PE,Nordeste,Médio
816,Cliente 816,Masculino,61,56+,6252,Campo Grande,MS,Centro-Oeste,Médio
817,Cliente 817,Masculino,44,36-45,8357,Curitiba,PR,Sul,Fundamental
818,Cliente 818,Masculino,23,18-25,5221,Brasília,DF,Centro-Oeste,Fundamental
819,Cliente 819,Feminino,61,56+,4425,Curitiba,PR,Sul,Pós-graduação
820,Cliente 820,Feminino,19,18-25,5226,Rio Branco,AC,Norte,Pós-graduação
821,Cliente 821,Masculino,46,46-55,4720,Manaus,AM,Norte,Médio
822,Cliente 822,Masculino,37,36-45,2378,Fortaleza,CE,Nordeste,Médio
823,Cliente 823,Masculino,42,36-45,8361,Campo Grande,MS,Centro-Oeste,Superior
824,Cliente 824,Masculino,39,36-45,9280,Curitiba,PR,Sul,Pós-graduação
825,Cliente 825,Feminino,22,18-25,2845,Rio Branco,AC,Norte,Superior
826,Cliente 826,Masculino,43,36-45,7942,Recife,PE,Nordeste,Médio
827,Cliente 827,Feminino,24,18-25,6756,Manaus,AM,Norte,Superior
828,Cliente 828,Masculino,47,46-55,3588,São Luís,MA,Nordeste,Superior
829,Cliente 829,Masculino,64,56+,7472,Brasília,DF,Centro-Oeste,Pós-graduação
830,Cliente 830,Masculino,22,18-25,5518,Salvador,BA,Nordeste,Médio
831,Cliente 831,Masculino,19,18-25,4026,Florianópolis,SC,Sul,Médio
832,Cliente 832,Masculino,52,46-55,3748,Rio de Janeiro,RJ,Sudeste,Fundamental
833,Cliente 833,Feminino,40,36-45,3875,Vitória,ES,Sudeste,Médio
834,Cliente 834,Feminino,21,18-25,4070,Campo Grande,MS,Centro-Oeste,Superior
835,Cliente 835,Masculino,21,18-25,6015,São Paulo,SP,Sudeste,Fundamental
836,Cliente 836,Feminino,38,36-45,3840,Belo Horizonte,MG,Sudeste,Superior
837,Cliente 837,Masculino,32,26-35,5374,Porto Alegre,RS,Sul,Médio
838,Cliente 838,Masculino,38,36-45,7092,Brasília,DF,Centro-Oeste,Pós-graduação
839,Cliente 839,Feminino,47,46-55,3723,Vitória,ES,Sudeste,Médio
840,Cliente 840,Feminino,18,18-25,6789,Salvador,BA,Nordeste,Pós-graduação
841,Cliente 841,Feminino,47,46-55,4422,Recife,PE,Nordeste,Fundamental
842,Cliente 842,Feminino,59,56+,5863,Porto Alegre,RS,Sul,Fundamental
843,Cliente 843,Feminino,28,26-35,8846,Goiânia,GO,Centro-Oeste,Pós-graduação
844,Cliente 844,Feminino,62,56+,9643,Porto Velho,RO,Norte,Pós-graduação
845,Cliente 845,Masculino,42,36-45,8460,Manaus,AM,Norte,Pós-graduação
846,Cliente 846,Masculino,19,18-25,5451,Florianópolis,SC,Sul,Fundamental
847,Cliente 847,Masculino,51,46-55,2920,Recife,PE,Nordeste,Pós-graduação
848,Cliente 848,Masculino,28,26-35,8373,São Luís,MA,Nordeste,Médio
849,Cliente 849,Feminino,28,26-35,8858,Belo Horizonte,MG,Sudeste,Pós-graduação
850,Cliente 850,Masculino,61,56+,2454,Florianópolis,SC,Sul,Pós-graduação
851,Cliente 851,Feminino,28,26-35,2118,Belém,PA,Norte,Superior
852,Cliente 852,Masculino,50,46-55,4825,Campo Grande,MS,Centro-Oeste,Superior
853,Cliente 853,Feminino,26,26-35,4206,Recife,PE,Nordeste,Fundamental
854,Cliente 854,Feminino,22,18-25,6494,Rio Branco,AC,Norte,Fundamental
855,Cliente 855,Feminino,23,18-25,4594,Florianópolis,SC,Sul,Médio
856,Cliente 856,Feminino,24,18-25,2503,Belo Horizonte,MG,Sudeste,Superior
857,Cliente 857,Feminino,39,36-45,4606,Curitiba,PR,Sul,Pós-graduação
858,Cliente 858,Masculino,55,46-55,4090,Goiânia,GO,Centro-Oeste,Médio
859,Cliente 859,Masculino,63,56+,8904,Curitiba,PR,Sul,Médio
860,Cliente 860,Masculino,32,26-35,9296,Brasília,DF,Centro-Oeste,Superior
861,Cliente 861,Feminino,21,18-25,7948,Vitória,ES,Sudeste,Médio
862,Cliente 862,Masculino,30,26-35,4214,Belém,PA,Norte,Pós-graduação
863,Cliente 863,Feminino,39,36-45,3392,Curitiba,PR,Sul,Médio
864,Cliente 864,Feminino,53,46-55,7553,Porto Alegre,RS,Sul,Superior
865,Cliente 865,Feminino,24,18-25,8898,Rio Branco,AC,Norte,Médio
866,Cliente 866,Feminino,59,56+,2918,Porto Alegre,RS,Sul,Superior
867,Cliente 867,Feminino,29,26-35,4633,Belém,PA,Norte,Médio
868,Cliente 868,Feminino,56,56+,2816,Porto Velho,RO,Norte,Superior
869,Cliente 869,Feminino,58,56+,8447,Recife,PE,Nordeste,Fundamental
870,Cliente 870,Masculino,53,46-55,7895,Brasília,DF,Centro-Oeste,Fundamental
871,Cliente 871,Masculino,35,26-35,9466,Rio Branco,AC,Norte,Médio
872,Cliente 872,Feminino,63,56+,8197,Rio de Janeiro,RJ,Sudeste,Pós-graduação
873,Cliente 873,Feminino,35,26-35,9600,Porto Velho,RO,Norte,Fundamental
874,Cliente 874,Masculino,45,36-45,6154,Florianópolis,SC,Sul,Superior
875,Cliente 875,Masculino,44,36-45,8822,Campo Grande,MS,Centro-Oeste,Pós-graduação
876,Cliente 876,Feminino,27,26-35,9292,Campo Grande,MS,Centro-Oeste,Fundamental
877,Cliente 877,Feminino,35,26-35,6138,Porto Alegre,RS,Sul,Superior
878,Cliente 878,Masculino,54,46-55,6630,Vitória,ES,Sudeste,Médio
879,Cliente 879,Feminino,35,26-35,8486,Brasília,DF,Centro-Oeste,Superior
880,Cliente 880,Feminino,47,46-55,8977,Salvador,BA,Nordeste,Pós-graduação
881,Cliente 881,Feminino,31,26-35,2859,Goiânia,GO,Centro-Oeste,Médio
882,Cliente 882,Feminino,36,36-45,5354,Campo Grande,MS,Centro-Oeste,Pós-graduação
883,Cliente 883,Feminino,55,46-55,9212,Recife,PE,Nordeste,Médio
884,Cliente 884,Feminino,22,18-25,6835,Rio de Janeiro,RJ,Sudeste,Pós-graduação
885,Cliente 885,Feminino,52,46-55,3306,Belo Horizonte,MG,Sudeste,Médio
886,Cliente 886,Feminino,52,46-55,5776,Porto Alegre,RS,Sul,Superior
887,Cliente 887,Feminino,44,36-45,6726,São Luís,MA,Nordeste,Médio
888,Cliente 888,Masculino,27,26-35,7600,Brasília,DF,Centro-Oeste,Fundamental
889,Cliente 889,Masculino,45,36-45,9389,Rio de Janeiro,RJ,Sudeste,Médio
890,Cliente 890,Masculino,48,46-55,7158,São Luís,MA,Nordeste,Pós-graduação
891,Cliente 891,Masculino,64,56+,5815,Brasília,DF,Centro-Oeste,Médio
892,Cliente 892,Feminino,48,46-55,4560,São Luís,MA,Nordeste,Fundamental
893,Cliente 893,Masculino,37,36-45,2271,Goiânia,GO,Centro-Oeste,Médio
894,Cliente 894,Feminino,49,46-55,5523,Curitiba,PR,Sul,Médio
895,Cliente 895,Masculino,18,18-25,8406,Belém,PA,Norte,Pós-graduação
896,Cliente 896,Masculino,48,46-55,2428,Vitória,ES,Sudeste,Fundamental
897,Cliente 897,Masculino,62,56+,2810,São Paulo,SP,Sudeste,Pós-graduação
898,Cliente 898,Feminino,45,36-45,5341,Belém,PA,Norte,Pós-graduação
899,Cliente 899,Feminino,51,46-55,6997,Brasília,DF,Centro-Oeste,Fundamental
900,Cliente 900,Feminino,39,36-45,3319,Rio de Janeiro,RJ,Sudeste,Médio
901,Cliente 901,Masculino,21,18-25,9655,Porto Velho,RO,Norte,Pós-graduação
902,Cliente 902,Masculino,19,18-25,8673,Manaus,AM,Norte,Médio
903,Cliente 903,Feminino,46,46-55,6103,Salvador,BA,Nordeste,Fundamental
904,Cliente 904,Feminino,37,36-45,3279,São Paulo,SP,Sudeste,Pós-graduação
905,Cliente 905,Masculino,22,18-25,8091,São Luís,MA,Nordeste,Pós-graduação
906,Cliente 906,Feminino,60,56+,7737,Recife,PE,Nordeste,Superior
907,Cliente 907,Feminino,48,46-55,7359,Rio Branco,AC,Norte,Pós-graduação
908,Cliente 908,Masculino,40,36-45,5734,Brasília,DF,Centro-Oeste,Médio
909,Cliente 909,Feminino,39,36-45,2752,Salvador,BA,Nordeste,Pós-graduação
910,Cliente 910,Feminino,35,26-35,7522,Goiânia,GO,Centro-Oeste,Superior
911,Cliente 911,Masculino,39,36-45,4103,Belo Horizonte,MG,Sudeste,Superior
912,Cliente 912,Feminino,53,46-55,7098,Fortaleza,CE,Nordeste,Fundamental
913,Cliente 913,Masculino,25,18-25,6531,Porto Velho,RO,Norte,Médio
914,Cliente 914,Feminino,57,56+,5207,Rio Branco,AC,Norte,Pós-graduação
915,Cliente 915,Masculino,31,26-35,6927,Curitiba,PR,Sul,Fundamental
916,Cliente 916,Masculino,33,26-35,8274,Recife,PE,Nordeste,Superior
917,Cliente 917,Feminino,20,18-25,7154,São Paulo,SP,Sudeste,Fundamental
918,Cliente 918,Feminino,53,46-55,4343,Brasília,DF,Centro-Oeste,Superior
919,Cliente 919,Feminino,38,36-45,4419,Porto Velho,RO,Norte,Superior
920,Cliente 920,Feminino,25,18-25,3623,Manaus,AM,Norte,Fundamental
921,Cliente 921,Masculino,46,46-55,8753,São Paulo,SP,Sudeste,Médio
922,Cliente 922,Feminino,20,18-25,7647,Vitória,ES,Sudeste,Superior
923,Cliente 923,Feminino,56,56+,5231,Goiânia,GO,Centro-Oeste,Fundamental
924,Cliente 924,Masculino,29,26-35,6613,Salvador,BA,Nordeste,Pós-graduação
925,Cliente 925,Masculino,19,18-25,2463,São Luís,MA,Nordeste,Fundamental
926,Cliente 926,Masculino,49,46-55,2156,Campo Grande,MS,Centro-Oeste,Fundamental
927,Cliente 927,Feminino,36,36-45,2829,Vitória,ES,Sudeste,Superior
928,Cliente 928,Masculino,43,36-45,5972,Rio de Janeiro,RJ,Sudeste,Pós-graduação
929,Cliente 929,Feminino,61,56+,9491,Florianópolis,SC,Sul,Superior
930,Cliente 930,Masculino,35,26-35,4803,Campo Grande,MS,Centro-Oeste,Pós-graduação
931,Cliente 931,Masculino,64,56+,9612,Goiânia,GO,Centro-Oeste,Fundamental
932,Cliente 932,Feminino,23,18-25,9590,Porto Velho,RO,Norte,Fundamental
933,Cliente 933,Masculino,49,46-55,6736,Rio Branco,AC,Norte,Pós-graduação
934,Cliente 934,Feminino,45,36-45,8114,Recife,PE,Nordeste,Médio
935,Cliente 935,Feminino,47,46-55,2847,Goiânia,GO,Centro-Oeste,Fundamental
936,Cliente 936,Masculino,28,26-35,9182,Fortaleza,CE,Nordeste,Fundamental
937,Cliente 937,Masculino,33,26-35,3224,Porto Alegre,RS,Sul,Médio
938,Cliente 938,Feminino,56,56+,6913,Porto Velho,RO,Norte,Pós-graduação
939,Cliente 939,Masculino,34,26-35,4946,Manaus,AM,Norte,Médio
940,Cliente 940,Feminino,48,46-55,2817,Fortaleza,CE,Nordeste,Pós-graduação
941,Cliente 941,Masculino,23,18-25,3795,Recife,PE,Nordeste,Fundamental
942,Cliente 942,Masculino,64,56+,5493,Belo Horizonte,MG,Sudeste,Superior
943,Cliente 943,Masculino,50,46-55,9272,Manaus,AM,Norte,Superior
944,Cliente 944,Masculino,28,26-35,3079,Florianópolis,SC,Sul,Médio
945,Cliente 945,Feminino,28,26-35,5867,Curitiba,PR,Sul,Superior
946,Cliente 946,Feminino,58,56+,3898,Vitória,ES,Sudeste,Superior
947,Cliente 947,Masculino,62,56+,4500,Belo Horizonte,MG,Sudeste,Superior
948,Cliente 948,Feminino,45,36-45,6270,Belém,PA,Norte,Fundamental
949,Cliente 949,Masculino,50,46-55,9246,Vitória,ES,Sudeste,Superior
950,Cliente 950,Feminino,33,26-35,5144,São Paulo,SP,Sudeste,Pós-graduação
951,Cliente 951,Masculino,47,46-55,3009,Curitiba,PR,Sul,Superior
952,Cliente 952,Feminino,24,18-25,6542,Porto Velho,RO,Norte,Pós-graduação
953,Cliente 953,Masculino,21,18-25,4581,Curitiba,PR,Sul,Superior
954,Cliente 954,Feminino,46,46-55,2094,Goiânia,GO,Centro-Oeste,Médio
955,Cliente 955,Masculino,39,36-45,9380,Campo Grande,MS,Centro-Oeste,Fundamental
956,Cliente 956,Feminino,54,46-55,8120,Vitória,ES,Sudeste,Fundamental
957,Cliente 957,Masculino,45,36-45,5955,Florianópolis,SC,Sul,Superior
958,Cliente 958,Masculino,52,46-55,7911,Belém,PA,Norte,Superior
959,Cliente 959,Masculino,49,46-55,9768,Belo Horizonte,MG,Sudeste,Médio
960,Cliente 960,Feminino,60,56+,4635,Vitória,ES,Sudeste,Superior
961,Cliente 961,Masculino,37,36-45,5759,Belo Horizonte,MG,Sudeste,Pós-graduação
962,Cliente 962,Feminino,64,56+,5989,Porto Velho,RO,Norte,Superior
963,Cliente 963,Masculino,30,26-35,5276,Porto Alegre,RS,Sul,Médio
964,Cliente 964,Masculino,63,56+,5210,Porto Velho,RO,Norte,Superior
965,Cliente 965,Feminino,21,18-25,4746,Rio de Janeiro,RJ,Sudeste,Fundamental
966,Cliente 966,Feminino,19,18-25,3950,Fortaleza,CE,Nordeste,Fundamental
967,Cliente 967,Masculino,24,18-25,6294,Campo Grande,MS,Centro-Oeste,Fundamental
968,Cliente 968,Masculino,29,26-35,4389,Curitiba,PR,Sul,Fundamental
969,Cliente 969,Feminino,18,18-25,4711,Fortaleza,CE,Nordeste,Médio
970,Cliente 970,Masculino,20,18-25,4927,Brasília,DF,Centro-Oeste,Pós-graduação
971,Cliente 971,Masculino,49,46-55,5083,Fortaleza,CE,Nordeste,Superior
972,Cliente 972,Feminino,30,26-35,5415,Recife,PE,Nordeste,Médio
973,Cliente 973,Masculino,63,56+,5400,São Luís,MA,Nordeste,Médio
974,Cliente 974,Masculino,42,36-45,5801,Vitória,ES,Sudeste,Fundamental
975,Cliente 975,Feminino,18,18-25,4883,Goiânia,GO,Centro-Oeste,Médio
976,Cliente 976,Masculino,48,46-55,8653,Vitória,ES,Sudeste,Médio
977,Cliente 977,Masculino,65,56+,6873,São Paulo,SP,Sudeste,Superior
978,Cliente 978,Feminino,42,36-45,3858,Rio de Janeiro,RJ,Sudeste,Médio
979,Cliente 979,Feminino,60,56+,6730,Belo Horizonte,MG,Sudeste,Médio
980,Cliente 980,Masculino,30,26-35,4912,Porto Velho,RO,Norte,Pós-graduação
981,Cliente 981,Feminino,64,56+,6500,Brasília,DF,Centro-Oeste,Pós-graduação
982,Cliente 982,Feminino,20,18-25,8279,Belo Horizonte,MG,Sudeste,Médio
983,Cliente 983,Feminino,23,18-25,8949,Brasília,DF,Centro-Oeste,Superior
984,Cliente 984,Masculino,29,26-35,4541,Campo Grande,MS,Centro-Oeste,Fundamental
985,Cliente 985,Masculino,38,36-45,2975,Brasília,DF,Centro-Oeste,Fundamental
986,Cliente 986,Masculino,46,46-55,2375,Florianópolis,SC,Sul,Fundamental
987,Cliente 987,Masculino,28,26-35,8519,Curitiba,PR,Sul,Pós-graduação
988,Cliente 988,Feminino,50,46-55,9814,Brasília,DF,Centro-Oeste,Pós-graduação
989,Cliente 989,Feminino,54,46-55,3739,Rio Branco,AC,Norte,Médio
990,Cliente 990,Masculino,23,18-25,7265,Brasília,DF,Centro-Oeste,Superior
991,Cliente 991,Feminino,56,56+,6044,Curitiba,PR,Sul,Médio
992,Cliente 992,Feminino,28,26-35,4190,Campo Grande,MS,Centro-Oeste,Superior
993,Cliente 993,Masculino,50,46-55,3415,Florianópolis,SC,Sul,Médio
994,Cliente 994,Masculino,45,36-45,7390,Rio de Janeiro,RJ,Sudeste,Pós-graduação
995,Cliente 995,Feminino,47,46-55,7656,Porto Velho,RO,Norte,Médio
996,Cliente 996,Masculino,24,18-25,3378,Fortaleza,CE,Nordeste,Pós-graduação
997,Cliente 997,Feminino,47,46-55,2193,Belém,PA,Norte,Fundamental
998,Cliente 998,Feminino,56,56+,4730,Curitiba,PR,Sul,Médio
999,Cliente 999,Feminino,62,56+,5490,Campo Grande,MS,Centro-Oeste,Superior
1000,Cliente 1000,Masculino,55,46-55,2313,Belo Horizonte,MG,Sudeste,Fundamental
1001,Cliente 1001,Feminino,53,46-55,7401,São Paulo,SP,Sudeste,Pós-graduação
1002,Cliente 1002,Masculino,18,18-25,2291,Porto Alegre,RS,Sul,Médio
1003,Cliente 1003,Feminino,54,46-55,6792,Salvador,BA,Nordeste,Superior
1004,Cliente 1004,Masculino,19,18-25,7007,Florianópolis,SC,Sul,Fundamental
1005,Cliente 1005,Feminino,49,46-55,8816,Belém,PA,Norte,Médio
1006,Cliente 1006,Feminino,42,36-45,3806,Brasília,DF,Centro-Oeste,Superior
1007,Cliente 1007,Masculino,39,36-45,9587,Goiânia,GO,Centro-Oeste,Pós-graduação
1008,Cliente 1008,Feminino,54,46-55,7667,Florianópolis,SC,Sul,Médio
1009,Cliente 1009,Masculino,45,36-45,7720,Rio de Janeiro,RJ,Sudeste,Pós-graduação
1010,Cliente 1010,Masculino,55,46-55,9083,Manaus,AM,Norte,Pós-graduação
1011,Cliente 1011,Feminino,56,56+,7440,Salvador,BA,Nordeste,Médio
1012,Cliente 1012,Masculino,58,56+,5797,Belém,PA,Norte,Fundamental
1013,Cliente 1013,Feminino,61,56+,5901,Campo Grande,MS,Centro-Oeste,Pós-graduação
1014,Cliente 1014,Feminino,46,46-55,5283,Curitiba,PR,Sul,Superior
1015,Cliente 1015,Masculino,34,26-35,9939,Goiânia,GO,Centro-Oeste,Superior
1016,Cliente 1016,Feminino,47,46-55,2757,Porto Alegre,RS,Sul,Pós-graduação
1017,Cliente 1017,Feminino,64,56+,9292,Recife,PE,Nordeste,Fundamental
1018,Cliente 1018,Masculino,34,26-35,4035,Fortaleza,CE,Nordeste,Médio
1019,Cliente 1019,Masculino,58,56+,3601,Curitiba,PR,Sul,Fundamental
1020,Cliente 1020,Feminino,63,56+,4598,Porto Alegre,RS,Sul,Superior
1021,Cliente 1021,Masculino,26,26-35,8750,Belém,PA,Norte,Pós-graduação
1022,Cliente 1022,Feminino,58,56+,6918,São Luís,MA,Nordeste,Superior
1023,Cliente 1023,Masculino,33,26-35,5861,Fortaleza,CE,Nordeste,Médio
1024,Cliente 1024,Feminino,34,26-35,7832,Porto Velho,RO,Norte,Médio
1025,Cliente 1025,Masculino,40,36-45,4591,Rio Branco,AC,Norte,Pós-graduação
1026,Cliente 1026,Feminino,26,26-35,9544,Curitiba,PR,Sul,Pós-graduação
1027,Cliente 1027,Feminino,46,46-55,8452,Rio de Janeiro,RJ,Sudeste,Médio
1028,Cliente 1028,Masculino,51,46-55,4449,Brasília,DF,Centro-Oeste,Médio
1029,Cliente 1029,Feminino,37,36-45,5964,Belém,PA,Norte,Superior
1030,Cliente 1030,Masculino,53,46-55,4177,Fortaleza,CE,Nordeste,Pós-graduação
1031,Cliente 1031,Feminino,27,26-35,3026,Brasília,DF,Centro-Oeste,Fundamental
1032,Cliente 1032,Masculino,56,56+,2040,São Luís,MA,Nordeste,Superior
1033,Cliente 1033,Feminino,53,46-55,6660,Brasília,DF,Centro-Oeste,Fundamental
1034,Cliente 1034,Feminino,50,46-55,3671,Belém,PA,Norte,Superior
1035,Cliente 1035,Feminino,52,46-55,8810,Brasília,DF,Centro-Oeste,Pós-graduação
1036,Cliente 1036,Feminino,20,18-25,7009,Recife,PE,Nordeste,Médio
1037,Cliente 1037,Feminino,25,18-25,6779,São Paulo,SP,Sudeste,Superior
1038,Cliente 1038,Feminino,51,46-55,7153,Recife,PE,Nordeste,Pós-graduação
1039,Cliente 1039,Feminino,19,18-25,3460,Curitiba,PR,Sul,Superior
1040,Cliente 1040,Feminino,40,36-45,5036,Curitiba,PR,Sul,Superior
1041,Cliente 1041,Masculino,48,46-55,5090,Fortaleza,CE,Nordeste,Fundamental
1042,Cliente 1042,Masculino,18,18-25,9198,Rio de Janeiro,RJ,Sudeste,Pós-graduação
1043,Cliente 1043,Feminino,57,56+,5372,Florianópolis,SC,Sul,Superior
1044,Cliente 1044,Feminino,22,18-25,8933,São Paulo,SP,Sudeste,Pós-graduação
1045,Cliente 1045,Masculino,64,56+,7603,Goiânia,GO,Centro-Oeste,Superior
1046,Cliente 1046,Feminino,60,56+,6629,Belo Horizonte,MG,Sudeste,Superior
1047,Cliente 1047,Masculino,45,36-45,7103,Manaus,AM,Norte,Superior
1048,Cliente 1048,Masculino,53,46-55,9033,Florianópolis,SC,Sul,Fundamental
1049,Cliente 1049,Masculino,30,26-35,6512,Vitória,ES,Sudeste,Superior
1050,Cliente 1050,Masculino,41,36-45,9313,Recife,PE,Nordeste,Superior
1051,Cliente 1051,Feminino,48,46-55,2200,Florianópolis,SC,Sul,Fundamental
1052,Cliente 1052,Feminino,26,26-35,7327,Belém,PA,Norte,Fundamental
1053,Cliente 1053,Masculino,21,18-25,7251,Recife,PE,Nordeste,Médio
1054,Cliente 1054,Masculino,29,26-35,4406,Porto Velho,RO,Norte,Superior
1055,Cliente 1055,Feminino,19,18-25,5555,Recife,PE,Nordeste,Fundamental
1056,Cliente 1056,Masculino,40,36-45,6296,Rio Branco,AC,Norte,Médio
1057,Cliente 1057,Feminino,52,46-55,4755,Goiânia,GO,Centro-Oeste,Superior
1058,Cliente 1058,Masculino,58,56+,4970,São Paulo,SP,Sudeste,Pós-graduação
1059,Cliente 1059,Feminino,64,56+,5048,Porto Velho,RO,Norte,Fundamental
1060,Cliente 1060,Masculino,56,56+,6050,São Luís,MA,Nordeste,Médio
1061,Cliente 1061,Masculino,23,18-25,5485,São Luís,MA,Nordeste,Pós-graduação
1062,Cliente 1062,Masculino,63,56+,5578,Brasília,DF,Centro-Oeste,Pós-graduação
1063,Cliente 1063,Masculino,32,26-35,3686,Rio de Janeiro,RJ,Sudeste,Superior
1064,Cliente 1064,Masculino,30,26-35,4856,Rio de Janeiro,RJ,Sudeste,Pós-graduação
1065,Cliente 1065,Feminino,23,18-25,6585,Rio Branco,AC,Norte,Médio
1066,Cliente 1066,Masculino,21,18-25,5161,Rio de Janeiro,RJ,Sudeste,Superior
1067,Cliente 1067,Feminino,63,56+,9978,São Luís,MA,Nordeste,Pós-graduação
1068,Cliente 1068,Feminino,47,46-55,3242,Porto Velho,RO,Norte,Pós-graduação
1069,Cliente 1069,Masculino,23,18-25,8178,Curitiba,PR,Sul,Pós-graduação
1070,Cliente 1070,Feminino,54,46-55,7362,Goiânia,GO,Centro-Oeste,Pós-graduação
